City,State,URL,Orthodontist,Oral Surgeon,Periodontist,Endodontist,Pedodontist,Dental Specialist,Dental Anesthesiologist,Prosthodontist
fort smith,arkansas,https://fortsmith.craigslist.org,https://fortsmith.craigslist.org/search/jjj?query=Orthodontist,https://fortsmith.craigslist.org/search/jjj?query=Oral+Surgeon,https://fortsmith.craigslist.org/search/jjj?query=Periodontist,https://fortsmith.craigslist.org/search/jjj?query=Endodontist,https://fortsmith.craigslist.org/search/jjj?query=Pedodontist,https://fortsmith.craigslist.org/search/jjj?query=Dental+Specialist,https://fortsmith.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://fortsmith.craigslist.org/search/jjj?query=Prosthodontist
jonesboro,arkansas,https://jonesboro.craigslist.org,https://jonesboro.craigslist.org/search/jjj?query=Orthodontist,https://jonesboro.craigslist.org/search/jjj?query=Oral+Surgeon,https://jonesboro.craigslist.org/search/jjj?query=Periodontist,https://jonesboro.craigslist.org/search/jjj?query=Endodontist,https://jonesboro.craigslist.org/search/jjj?query=Pedodontist,https://jonesboro.craigslist.org/search/jjj?query=Dental+Specialist,https://jonesboro.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://jonesboro.craigslist.org/search/jjj?query=Prosthodontist
little rock,arkansas,https://littlerock.craigslist.org,https://littlerock.craigslist.org/search/jjj?query=Orthodontist,https://littlerock.craigslist.org/search/jjj?query=Oral+Surgeon,https://littlerock.craigslist.org/search/jjj?query=Periodontist,https://littlerock.craigslist.org/search/jjj?query=Endodontist,https://littlerock.craigslist.org/search/jjj?query=Pedodontist,https://littlerock.craigslist.org/search/jjj?query=Dental+Specialist,https://littlerock.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://littlerock.craigslist.org/search/jjj?query=Prosthodontist
"memphis, TN",arkansas,https://memphis.craigslist.org,https://memphis.craigslist.org/search/jjj?query=Orthodontist,https://memphis.craigslist.org/search/jjj?query=Oral+Surgeon,https://memphis.craigslist.org/search/jjj?query=Periodontist,https://memphis.craigslist.org/search/jjj?query=Endodontist,https://memphis.craigslist.org/search/jjj?query=Pedodontist,https://memphis.craigslist.org/search/jjj?query=Dental+Specialist,https://memphis.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://memphis.craigslist.org/search/jjj?query=Prosthodontist
texarkana,arkansas,https://texarkana.craigslist.org,https://texarkana.craigslist.org/search/jjj?query=Orthodontist,https://texarkana.craigslist.org/search/jjj?query=Oral+Surgeon,https://texarkana.craigslist.org/search/jjj?query=Periodontist,https://texarkana.craigslist.org/search/jjj?query=Endodontist,https://texarkana.craigslist.org/search/jjj?query=Pedodontist,https://texarkana.craigslist.org/search/jjj?query=Dental+Specialist,https://texarkana.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://texarkana.craigslist.org/search/jjj?query=Prosthodontist
bakersfield,california,https://bakersfield.craigslist.org,https://bakersfield.craigslist.org/search/jjj?query=Orthodontist,https://bakersfield.craigslist.org/search/jjj?query=Oral+Surgeon,https://bakersfield.craigslist.org/search/jjj?query=Periodontist,https://bakersfield.craigslist.org/search/jjj?query=Endodontist,https://bakersfield.craigslist.org/search/jjj?query=Pedodontist,https://bakersfield.craigslist.org/search/jjj?query=Dental+Specialist,https://bakersfield.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://bakersfield.craigslist.org/search/jjj?query=Prosthodontist
chico,california,https://chico.craigslist.org,https://chico.craigslist.org/search/jjj?query=Orthodontist,https://chico.craigslist.org/search/jjj?query=Oral+Surgeon,https://chico.craigslist.org/search/jjj?query=Periodontist,https://chico.craigslist.org/search/jjj?query=Endodontist,https://chico.craigslist.org/search/jjj?query=Pedodontist,https://chico.craigslist.org/search/jjj?query=Dental+Specialist,https://chico.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://chico.craigslist.org/search/jjj?query=Prosthodontist
fresno / madera,california,https://fresno.craigslist.org,https://fresno.craigslist.org/search/jjj?query=Orthodontist,https://fresno.craigslist.org/search/jjj?query=Oral+Surgeon,https://fresno.craigslist.org/search/jjj?query=Periodontist,https://fresno.craigslist.org/search/jjj?query=Endodontist,https://fresno.craigslist.org/search/jjj?query=Pedodontist,https://fresno.craigslist.org/search/jjj?query=Dental+Specialist,https://fresno.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://fresno.craigslist.org/search/jjj?query=Prosthodontist
gold country,california,https://goldcountry.craigslist.org,https://goldcountry.craigslist.org/search/jjj?query=Orthodontist,https://goldcountry.craigslist.org/search/jjj?query=Oral+Surgeon,https://goldcountry.craigslist.org/search/jjj?query=Periodontist,https://goldcountry.craigslist.org/search/jjj?query=Endodontist,https://goldcountry.craigslist.org/search/jjj?query=Pedodontist,https://goldcountry.craigslist.org/search/jjj?query=Dental+Specialist,https://goldcountry.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://goldcountry.craigslist.org/search/jjj?query=Prosthodontist
hanford-corcoran,california,https://hanford.craigslist.org,https://hanford.craigslist.org/search/jjj?query=Orthodontist,https://hanford.craigslist.org/search/jjj?query=Oral+Surgeon,https://hanford.craigslist.org/search/jjj?query=Periodontist,https://hanford.craigslist.org/search/jjj?query=Endodontist,https://hanford.craigslist.org/search/jjj?query=Pedodontist,https://hanford.craigslist.org/search/jjj?query=Dental+Specialist,https://hanford.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://hanford.craigslist.org/search/jjj?query=Prosthodontist
