City,State,URL,Orthodontist,Oral Surgeon,Periodontist,Endodontist,Pedodontist,Dental Specialist,Dental Anesthesiologist,Prosthodontist
bemidji,minnesota,https://bemidji.craigslist.org,https://bemidji.craigslist.org/search/jjj?query=Orthodontist,https://bemidji.craigslist.org/search/jjj?query=Oral+Surgeon,https://bemidji.craigslist.org/search/jjj?query=Periodontist,https://bemidji.craigslist.org/search/jjj?query=Endodontist,https://bemidji.craigslist.org/search/jjj?query=Pedodontist,https://bemidji.craigslist.org/search/jjj?query=Dental+Specialist,https://bemidji.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://bemidji.craigslist.org/search/jjj?query=Prosthodontist
brainerd,minnesota,https://brainerd.craigslist.org,https://brainerd.craigslist.org/search/jjj?query=Orthodontist,https://brainerd.craigslist.org/search/jjj?query=Oral+Surgeon,https://brainerd.craigslist.org/search/jjj?query=Periodontist,https://brainerd.craigslist.org/search/jjj?query=Endodontist,https://brainerd.craigslist.org/search/jjj?query=Pedodontist,https://brainerd.craigslist.org/search/jjj?query=Dental+Specialist,https://brainerd.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://brainerd.craigslist.org/search/jjj?query=Prosthodontist
duluth / superior,minnesota,https://duluth.craigslist.org,https://duluth.craigslist.org/search/jjj?query=Orthodontist,https://duluth.craigslist.org/search/jjj?query=Oral+Surgeon,https://duluth.craigslist.org/search/jjj?query=Periodontist,https://duluth.craigslist.org/search/jjj?query=Endodontist,https://duluth.craigslist.org/search/jjj?query=Pedodontist,https://duluth.craigslist.org/search/jjj?query=Dental+Specialist,https://duluth.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://duluth.craigslist.org/search/jjj?query=Prosthodontist
fargo / moorhead,minnesota,https://fargo.craigslist.org,https://fargo.craigslist.org/search/jjj?query=Orthodontist,https://fargo.craigslist.org/search/jjj?query=Oral+Surgeon,https://fargo.craigslist.org/search/jjj?query=Periodontist,https://fargo.craigslist.org/search/jjj?query=Endodontist,https://fargo.craigslist.org/search/jjj?query=Pedodontist,https://fargo.craigslist.org/search/jjj?query=Dental+Specialist,https://fargo.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://fargo.craigslist.org/search/jjj?query=Prosthodontist
mankato,minnesota,https://mankato.craigslist.org,https://mankato.craigslist.org/search/jjj?query=Orthodontist,https://mankato.craigslist.org/search/jjj?query=Oral+Surgeon,https://mankato.craigslist.org/search/jjj?query=Periodontist,https://mankato.craigslist.org/search/jjj?query=Endodontist,https://mankato.craigslist.org/search/jjj?query=Pedodontist,https://mankato.craigslist.org/search/jjj?query=Dental+Specialist,https://mankato.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://mankato.craigslist.org/search/jjj?query=Prosthodontist
minneapolis / st paul,minnesota,https://minneapolis.craigslist.org,https://minneapolis.craigslist.org/search/jjj?query=Orthodontist,https://minneapolis.craigslist.org/search/jjj?query=Oral+Surgeon,https://minneapolis.craigslist.org/search/jjj?query=Periodontist,https://minneapolis.craigslist.org/search/jjj?query=Endodontist,https://minneapolis.craigslist.org/search/jjj?query=Pedodontist,https://minneapolis.craigslist.org/search/jjj?query=Dental+Specialist,https://minneapolis.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://minneapolis.craigslist.org/search/jjj?query=Prosthodontist
rochester,minnesota,https://rmn.craigslist.org,https://rmn.craigslist.org/search/jjj?query=Orthodontist,https://rmn.craigslist.org/search/jjj?query=Oral+Surgeon,https://rmn.craigslist.org/search/jjj?query=Periodontist,https://rmn.craigslist.org/search/jjj?query=Endodontist,https://rmn.craigslist.org/search/jjj?query=Pedodontist,https://rmn.craigslist.org/search/jjj?query=Dental+Specialist,https://rmn.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://rmn.craigslist.org/search/jjj?query=Prosthodontist
southwest MN,minnesota,https://marshall.craigslist.org,https://marshall.craigslist.org/search/jjj?query=Orthodontist,https://marshall.craigslist.org/search/jjj?query=Oral+Surgeon,https://marshall.craigslist.org/search/jjj?query=Periodontist,https://marshall.craigslist.org/search/jjj?query=Endodontist,https://marshall.craigslist.org/search/jjj?query=Pedodontist,https://marshall.craigslist.org/search/jjj?query=Dental+Specialist,https://marshall.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://marshall.craigslist.org/search/jjj?query=Prosthodontist
st cloud,minnesota,https://stcloud.craigslist.org,https://stcloud.craigslist.org/search/jjj?query=Orthodontist,https://stcloud.craigslist.org/search/jjj?query=Oral+Surgeon,https://stcloud.craigslist.org/search/jjj?query=Periodontist,https://stcloud.craigslist.org/search/jjj?query=Endodontist,https://stcloud.craigslist.org/search/jjj?query=Pedodontist,https://stcloud.craigslist.org/search/jjj?query=Dental+Specialist,https://stcloud.craigslist.org/search/jjj?query=Dental+Anesthesiologist,https://stcloud.craigslist.org/search/jjj?query=Prosthodontist
